alpha,beta,mean_cost,std_cost,wall_s,n_days
0.0,0.0,140.14053603304808,58.602485331185704,44.493470191955566,100
1.0,0.3,144.3132522605705,63.46265879387452,45.15347099304199,100
0.5,0.0,142.50390811535442,60.348101062967245,44.230868101119995,100
0.0,0.0,139.73823047967105,58.297533712787306,44.776094913482666,100
